"","Category","ProductName","Reviewer","Date","Title","Comment","StarRating","VerifiedPurchase"
"68","PC","Thermaltake LCGS Quartz i460 R4 Gaming Desktop","Ricardo C.","Reviewed in the United States on May 8, 2024","5.0 out of 5 stars","This pc is great for mid end gaming it boots up very fast I mainly use it for streaming farming simulator 25 and american trucking simulator and I use high graphics on both and it runs anywhere from 85 to 110 fps it's a great pc for a lot of gamers and its very quiet I recommend this for anyone",4,NA
"69","PC","Thermaltake LCGS Quartz i460 R4 Gaming Desktop","Ricardo C.","Reviewed in the United States on September 7, 2024","","My daughter loves it , came in on time, she open the product and put it together by herself , so it's easy to  asemble .great colors and quiet, you don't even know it on and very fast for gaming.price is reasonable.anyone looking for a quiet and reasonable price get this one, you won't regret it.",4,NA
"70","PC","Thermaltake LCGS Quartz i460 R4 Gaming Desktop","Jonas L.","Reviewed in Canada on May 21, 2024","Perfect.","I purchased this PC back in December 30th 2023. It was working ok but did hear a clicking noise upon the initial start up I didn't think anything of it. Several months have gone by and suddenly today 5/8/2024 the PC made the same clicking and then it shutdown. It won't turn on now. I believe that the power supply is to small in wattage for all the components.  In the past I've always purchased straight from the manufacturer. But this deal was to hard to pass up.Thermaltake LCGS Quartz i460 R4 Gaming Desktop",5,NA
"71","PC","Thermaltake LCGS Quartz i460 R4 Gaming Desktop","Eve",NA,"4.0 out of 5 stars","I've had it for about a week this is my first pc and I love it!!!! It's nice and quite RBG is nice runs everything I've done so far runs smoothly the only thing I wish was different was a newer cpu BUT the motherboard is compatible with some of the newer cpu's would just need to change the heat sink and power supply and that's a big plus for me that it's upgradable so I highly recommend it for a budget pc or people new to pc which was both for me lol",5,NA
"72","PC","Thermaltake LCGS Quartz i460 R4 Gaming Desktop","David R Sanders",NA,"","I went from being a non PC owner to an owner of a top 5% PC.  Can't slow this down.",3,NA
"73","PC","Thermaltake LCGS Quartz i460 R4 Gaming Desktop","Mr BeefToes",NA,"Good value but inaccurate components.",NA,5,NA
"74","PC","Thermaltake LCGS Quartz i460 R4 Gaming Desktop","Allan Brasseur",NA,"5.0 out of 5 stars",NA,5,NA
"75","PC","Thermaltake LCGS Quartz i460 R4 Gaming Desktop","Allan Brasseur",NA,"",NA,5,NA
"76","PC","Skytech Archangel Gaming PC Desktop","Skytech archangel 4","Reviewed in the United States on November 25, 2024","5.0 out of 5 stars","Bought this for my son who is into farming simulator BeamNG Drive Grand theft Auto and call of duty so far this computer has ran all those games without a single hiccup on ultra high graphics definitely worth the price",5,NA
"77","PC","Skytech Archangel Gaming PC Desktop","Skytech archangel 4","Reviewed in the United States on November 3, 2024","","I like this product, the light the easy way to have a customer support if needed.",5,NA
"78","PC","Skytech Archangel Gaming PC Desktop","greenrealwealthnow","Reviewed in the United States on September 15, 2024","It's worth it","I like the design and colors when it lights up .",5,NA
"79","PC","Skytech Archangel Gaming PC Desktop","Amazon Customer",NA,"5.0 out of 5 stars",NA,5,NA
"80","PC","STGAubron Prebuilt Gaming PC Desktop","Clarissa Molyneux","Reviewed in the United States on June 23, 2024","5.0 out of 5 stars","I got this computer for my son for graduation, he wanted a new gaming computer.He is very happy with the computer's performance.  He mostly plays online games, with higher end graphics, so he needed something that would work for that.We did have an issue with the video card, it just stopped displaying.Contacted the customer service email, got a response quickly.  They sent us a shipping label to send the video card back, and as soon as it shipped, they sent a replacement.New card is working perfectly so far.Highly recommended this computer and this company!",5,NA
"81","PC","STGAubron Prebuilt Gaming PC Desktop","RosieGrillin","Reviewed in the United States on November 9, 2023","","",5,NA
"82","PC","STGAubron Prebuilt Gaming PC Desktop","RosieGrillin","Reviewed in the United States on July 10, 2024","Fantastic computer and customer service!","The media could not be loaded.",5,NA
"83","PC","STGAubron Prebuilt Gaming PC Desktop","Client d'Amazon","Reviewed in the United States on November 3, 2024","5.0 out of 5 stars","Let me start with the introduction. I bought this gaming pc through my mother's Amazon acct(transfered the money to her bank acct and sent her the link of which model I needed since I did not at the time have my own Prime acct).On to the PC... This package is a BEAST of a machine for the price point of $750! It's an absolute STEAL! Are you getting a 12th gen i7? No, of course not! That's how they can bring the price down and bring a better value to the customer.( I see some people complaining that it is not the newest generation i7 cpu, but to be honest the i7 they give you will literally play ANY current gen game(including cyberpunk 2077) in the highest ultra settings no problem! I use mine to send the gpu signal over HDMI 2.1 cable to my SONY Master series XR48A90K OLED 48"" 4k 120hz UHD TV. I play all my pc games at 4k resolution with maxed out graphics and ray tracing on and my FPS in games like Cyberpunk 2077 is around 52 FPS in ultra settings and 4k resolution. If I were to drop to 1440p or 1080p I would have WAAAAY more frames than that!In games like Gears of War 4 I get 196 fps on average in the highest settings and in native 4k resolution as well.I made some minor improvements to my rig as well... I cloned my SSD hd and moved my boot drive over to a higher capacity 2TB Crucial MX500 3D NAND SSD, I replaced the 500 watt ""unrated power supply"" with a Thermaltake Tr2 RX 750 watt modular power supply for more expandability and power for my components. I added a 1TB Western Digital Black high performance gaming hard drive.(I'll keep my original 1 TB boot drive as a backup in case my Crucial MX500 3D NAND SSD were to fail. I installed a new SoundBlaster Audigy 5/RX 7.1 HD 24 bit 192khz sound card. I installed a 12"" RGB LED light bar to the bottom of my case which plugs directly into the included SATA RGB controller (10 fans + 2 LED light strips/bars).I cleaned up my cables using UV reactive cable shielding.Lastly I bought and installed some ""Vath-made ""GeForce RTX"" and ""Intel Core i7 inside"" metal badges/stickers to the outside of my case.I then overclocked my RTX 3060 to +200Mhz on the gpu core clock and +900Mhz on the GDDR6 Memory clock. This setup now benchmarks using cinebench and Furmark equal with a 3060ti!I'm so happy I was able to snag this great deal and would certainly buy again knowing what I know! Don't listen to the negative reviewers out there complaining that they can't get the newest $500 cpu's in a system that only runs you $750 to start! You get everything you need to game with ultra settings in 4k and believe me... This setup WILL RUN any modern title you wanna throw at it! It has never failed to play any one of my games!",1,NA
"84","PC","STGAubron Prebuilt Gaming PC Desktop","Allie",NA,"","I got this computer and it almost immediately busted—I don’t know why it happened but I wasn’t interested in fixing the solution myself. I called the customer service and never got a response. The computer was awesome for my needs when I first got it. I strictly downloaded steam and other games from reputable sources. In the first 9 days the computer shut off randomly—I figured it was just a reset. I turned the computer back on and everything was fine. Then a week later the computer shut off again… mid-game. I went to turn it back on and a red light flashed and the computer couldn’t maintain power for more than a second.Not posting this to find solutions or anything since I returned the product. If you’re a computer wiz I’m sure you could fix it. Personally I would rather just get a working product and more responsive support team. I’ve heard they have good support which is one of the reasons I took the risk of buying the product. But once it busted and I couldn’t contact them; I didn’t want to miss my return deadline.Update:Scheduled for Amazon to pick up the package. Apparently UPS is in charge of picking up the return package. But they won’t call, text, or message you in any way.My return deadline was on the last day and UPS still hadn’t messaged me. I went to drop it off myself and they can’t print the label from the last return. I had to call Amazon who were very helpful initially switching my return process to me dropping off the computer. I had them print the labels after 45 minutes of pacing around a UPS store. I was told the package would arrive within the week. I used the support messaging app two weeks later and they knew nothing.Then about 3 weeks later my credit took a hit from the purchase holding up my max balance. I should’ve paid the balance but it felt stupid paying for something I never received in working condition.By the third week the Amazon app still said it never delivered even though I showed them the tracking number and everything.Update:I am writing from a month after the three weeks 08/24/24 and the Amazon return system is appearing like they never received the package…. Oh and I’m still forced to pay the charge even after reporting to my cc company about it.",4,NA
"85","PC","STGAubron Prebuilt Gaming PC Desktop","Allie",NA,"Way beyond the power and value of anything else in this price range!","So I’ve been using this for a couple of months now and the ONLY issue I have is the wifi issues which I’m guessing you’ve seen in other reviews. Other than that it works well and I’m a light gamer so I don’t play hardcore shooting games and all that just casual stuff like Roblox or sims4 or vrchat etc so for me it’s great and a good value for money considering the price I got it for. It was easy to setup like it literally took less than five minutes and my games runs well when the wifi is not messing up. Overall if you are like me and game lightly and woulda’t mind your Wi-Fi cutting out every couple of hours for like 3 mins then I’d say buy lol",4,NA
"86","PC","STGAubron Gaming Desktop PC Computer","Merritt","Reviewed in the United States on April 30, 2024","5.0 out of 5 stars","I bought this PC last year as I didn't have time to build my own between work and college. I mainly just wanted to play Baldurs Gate 3 asap, and this did the job. It has been surprisingly reliable beyween gaming and homework, and I can't say that I've really had any issues with it so far. I do want to point out though – the parts (cpu, gpu, ram) are definitely not even close to the latest models. It has DDR3 RAM which surprised me to find out, when DDR4 has been the standard for some time and DDR5 is becoming more popular. I also upgraded to a Samsung NVMe M.2 2TB SSD which helped also, since it only included a 512GB SATA SSD I believe. The 1660 ti is a good GPU, even though it's been out for quite awhile. I've found it can handle just about any game I've tried so far on at least medium to high settings normally (auto detect settings on bg3 even puts it at ultra). Also, it doesn't include integrated wifi, so you'll need to buy a USB wifi dongle if you're not connecting it directly by ethernet cable. I believe someone recommended one in another comment (which I did purchase for about $20 and have had no issues). Ultimately, if you're looking for a relatively low cost PC that will (mostly) be ready out of the box then I do recommend this PC based on its reliability, ease of setup and absence of issues thus far. However, is this the best prebuilt setup available for the price? Probably not. For better value, I'd recommend searching Microcenter or Newegg's deals (especially refurbished). If I remember correctly, I did receive this PC pretty fast after ordering with Prime. If you're in a hurry I suppose that could be justification enough. It mostly comes down to whether you're prioritizing overall value or convenience. I'm in the process of putting together my own AMD build now, but I have to say this PC has served its purpose quite well over the last year.",5,NA
"87","PC","STGAubron Gaming Desktop PC Computer","Ashley Joelle Williams","Reviewed in the United States on November 20, 2024","","I got this as a gift for my son a year ago, from the moment we got it, there's been nothing but problems. First when we set it up, we couldn't get it to turn on and had to contact customer support which couldn't help with our problem. After a week of messing around with the cords I got it finally turned on and the computer language was set in Spanish. So I used a translator to get through setup mode, once setup my son could finally play. After playing for maybe two months he had problems with cord again, so I bought a new cord and we got it working again until recently when he turned it on and got a startup message saying problem starting windows. After contacting computer professional I was told there was a problem with the windows and computer needed to be replaced. I do not recommend this product and wish I did more research before throwing $600 down the drain.  Do yourself a favor, if you are not knowledgeable in computers I would search for another brand because this was a waste of money and time. After having for only a year it stopped working completely. Nothing company can do to rectify the issue so it's useless at this point. Very disappointing.",1,NA
"88","PC","STGAubron Gaming Desktop PC Computer","earthshen","Reviewed in the United States on August 28, 2023","Reliable pre-built that can play most games at a decent quality (with a few caveats)","I'm giving this pc 5 stars right now for quite a few reasons and going by my experience so far. It seems this company has a semi ""bad rap"", but what we got was pretty awesome for the money. Let's start with the GC, it came with a 2060 S, although it is a dated graphics card it is can handle most games seamlessly at 60fps. Next the i7 processor although there could have been a better processor in it, so far it hasn't slowed ANYTHING down, and that can easily be upgraded later on if need be. This machine came with 32 gigs of ram! It's crazy fast and responsive! I tried and tried to build something comparable and honestly couldn't come close for the money. Visually,  it's a really cool looking unit with lots of leds and functional fans. Also, the soundbar it came with is actually pretty cool. The peripherals work ok, but once again, those things can all be upgraded very easily and imo were just bonuses anyway. The tower alone holds its value plus some.If you are looking for a good solid entry level gaming pc on a budget. This thing sort of kicks a#$!(Follow-up review)We have had the PC for just over a month and it's working great. We did have a small issue with the WiFi card, where it would drop connection. That is a tiny issue and very cheap to upgrade. I ended up just running a new CAT6 ethernet line. The computer is lightning fast and fast better than what I was expecting at this price point.",5,NA
"89","PC","STGAubron Gaming Desktop PC Computer","ELFASSI Yassim","Reviewed in the United Arab Emirates on June 7, 2024","1.0 out of 5 stars","bought it 9 months ago and SSD Drive already dead",3,NA
"90","PC","STGAubron Gaming Desktop PC Computer","Fayzah alfiiz","Reviewed in Saudi Arabia on November 11, 2023","","الجهاز لايعمل",1,NA
"91","PC","Dell Optiplex 7050 SFF Desktop PC","Daniel","Reviewed in the United States on November 15, 2024","5.0 out of 5 stars","I just set this up and am very impressed. Very fast! Great for internet browsing. I'm sure I will soon find other things to do with it. I replaced a 12 yo tower that will now become a boat anchor. Easy to set up the os. Clean inside and out although the cabinet has some minor scrapes and scratches. It came well packaged and on time. I have a 32"" HD TV that also works as a vga monitor. This pc does not have vga port but a DP to vga adapter works perfectly. Also came with a cdrw drive that was not advertised. I think this will serve me well for a good while. Nice price and with a warranty. So far, I'm very satisfied.",5,NA
"92","PC","Dell Optiplex 7050 SFF Desktop PC","MrReviewer","Reviewed in the United States on July 7, 2024","","I’ve had this computer for about a year now with the intention of using it as a gaming pc.  The price for- 32 GB of DDR4 RAM- 3.6 GHz core_i7 processor- 1 TB of storage  is bang for your buck if you plan to use this for an office PC.  Although the graphic card RAM is ONLY 128 MB! You’ll need to upgrade the graphics card if you plan on playing modern triple AAA games. Although after a year of having this PC and not upgrading its graphic card. I can safely say it plays many games quite fine; here are some examples.() = runs fine but may have to switch to low graphics in game for better performance[] = issues I ran into that you should read  (Fallout 1 & 2)  (Fallout New Vegas Vanilla)  [Fallout New Vegas with 30 Mods][no large graphical mods or it’ll crash]  (Total War: ROME Vanilla)  [Total War: ROME Europa Barbarorum Mod][would crash after 1-2 hours of continuous gameplay]  (Total War: Shogun 2)  (Minecraft Vanilla & Modded)  (Terraria)  [7 days to die]  [Low graphical settings is a must in order to play]  (RUST)  (Garry’s Mod)  (Counter Strike)  (Darkest Dungeon)  (Simcity 4)  (Age of Empires 3)  (Starship Troopers: Terran Command)  (Sid Meier’s Civilization V)  (Left 4 Dead 1 & 2)  (Killing Floor)  (Halo Wars)  (VR chat)As I said, lowering the graphic settings in game greatly enhances performance, although many times I had it on med-high settings n some games worked fine.I’ve also done video editing and have processed movie cuts over 5 hours long with no issues.The wireless router given is pretty weak but will do in a pinch. I would get an Ethernet cable and hook it up to your router for full optimization.If you’re looking for a great valued gaming PC as your starter or simply to get work done then I cannot recommend this enough.Great price, nice specs besides the graphics card and comes already assembled; just plug it in and get into business! Don’t forget to grab some speakers or headphones if you don’t got some already!",5,NA
"93","PC","Dell Optiplex 7050 SFF Desktop PC","Brandon","Reviewed in the United States on November 12, 2024","So far so good...","This Dell Optiplex PC has been a solid performer so far. The Intel i7-7700 with 4 cores makes multitasking and running demanding software a breeze. The 32GB RAM ensures everything runs smoothly, and the 1TB SSD provides plenty of storage with fast load times.My only small gripe is that the fan can get a bit noisy when the system is pushed hard, but it's not a dealbreaker. Overall, it's a great PC for the price and handles everyday tasks as well as more intense work with ease. Definately worth considering if you need a reliable and powerful desktop!Amazon used pricing makes this product even a better deal!",4,NA
"94","PC","Dell Optiplex 7050 SFF Desktop PC","T. Green","Reviewed in the United States on November 17, 2024","5.0 out of 5 stars","Although this computer is functional. It came with a blank CD stuck in it. Which may or may not have caused unknown damage. I was able to carefully remove the CD. The computer seems to work fine. The mouse and keyboard that came with the set are not as depicted in the photo. The image shows a dell keyboard. An off brand keyboard came with the set. Nothing wrong with off brand generally, however the selected brand was not good. the keyboard lags and does not work best with this computer. Computer seems to be fine but the mouse and keyboard are a fail. The computer its self does what I need it to do.",3,NA
"95","PC","Dell Optiplex 7050 SFF Desktop PC","BizNet Systems Kenneth I McCarthy","Reviewed in the United States on November 18, 2024","","You can search the Internet all year, and you won't find a Better Computer Anywhere Near this Price!!! I use one for live Streaming online. It never skips a beat!!! I hope they keep this deal going for a Long Time!!! I May buy a Few More!! Actually I wish I needed a Few More Right Now!!! Oh, What the heck, it Never hurts to keep a Spare in Case a Family member needs one!!",5,NA
"96","PC","Dell Optiplex 7050 SFF Desktop PC","Mike Patterson","Reviewed in the United States on September 17, 2024","Gaming PC?","This is my first experience purchasing a ""renewed"" computer. I needed an upgrade for a very old Windows 7 machine that we use as an entertainment server. I wanted windows 10 for personal reasons and, after much searching and researching on Amazon, this was a possible solution. This particular machine was refurbished by STG and they did an outstanding job in my opinion. It came well packaged. It was clean both outside and inside. Setup through the internet was a relatively quick breeze just as with a new machine would be. I tested all the hardware prior to installing my own files and applications and was delighted to find that all ports and connectors work perfectly, as does the DVD-RW. I have left in on continuously for 48 hours and it is still going strong. Overall, I am quite pleased with this solution at approximately 1/3 the cost I would have paid for a new machine. I am giving it five stars for now. If, at some point prior to what would seem reasonable, the machine begins to fail I will come back and update this review. But at present, I would say that one can buy a refurbished machine with complete confidence through Amazon if the refurbish process has been completed by STG.",5,NA
"97","PC","Dell Optiplex 7050 SFF Desktop PC","Amazon Customer","Reviewed in the United States on November 27, 2024","4.0 out of 5 stars","Initial impressions are good.  Setup went flawlessly.  There is no extraneous software installed on the machine, just a bare copy of Windows.  No physical defects or flaws that I could tell.  Great value.",5,NA
"98","PC","Dell Optiplex 7050 SFF Desktop PC","Mohammad Siddik","Reviewed in Canada on May 28, 2024","","Didn't get any trouble to installation. Working fine.",5,NA
"99","PC","Dell Optiplex 7050 SFF Desktop PC","Daniel","Reviewed in Mexico on November 10, 2023","Noisy but fast!","Buen equipo funciona Perfecto, no trae empaque original",5,NA
"100","PC","Dell Optiplex 7050 SFF Desktop PC","Jake S.","Reviewed in Canada on April 5, 2024","3.0 out of 5 stars","",5,NA
"101","PC","Dell Optiplex 7050 SFF Desktop PC","Martin Jimenez","Reviewed in Mexico on December 13, 2023","","Arrived a week early than the earliest expected delivery date and the PC looked brand new. Easy to setup and installed Atlas OS after getting it setup. Keyboard and mouse bundle it came with felt cheap but absolutely useable.It didn't come with a HDMI or DisplayPort cable so you'll need to have a extra one handy.",5,NA
"102","PC","Dell Optiplex 7050 SFF Desktop PC","Suzanne Gosselin","Reviewed in Canada on July 22, 2024","Unexpected quality issues","Muy satisfecho con el desempeño y características del equipo. Solo tomen en cuenta que el CPU es de 7a generación por lo que no cumple con soporte para win 11, tampoco el motherboard acepta cpus de generación posterior. En mi caso no era un requerimiento asi que estoy muy satisfecho con la compra. El equipo trae win 10 listo para instalarse de manera sencilla al iniciarse por primera vez.",1,NA
